##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	28_4D_mbnl_S20_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	12428766
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1110	84-85	0.2419966604419912
1110	86-87	0.2377202264206062
1110	88-89	0.3651229572983823
1110	90-91	0.3695408496683754
1110	92-93	0.4405638226993105
1110	94-95	0.48524729923120447
1110	96-97	0.3906232486251042
1110	98-99	0.6232746973917074
1110	100-101	0.49407110356075634
1111	1	-0.33510066890747936
1111	2	0.07135131178233323
1111	3	-0.30784462697062054
1111	4	-0.11090266254658587
1111	5	0.06494487619676903
1111	6	0.08998650808081976
1111	7	-0.006719478303153892
1111	8	0.03772465701594285
1111	9	0.09818987883818409
1111	10-11	0.05478368222632213
1111	12-13	0.018634304376789146
1111	14-15	0.030989765932822877
1111	16-17	0.05400914666152801
1111	18-19	0.011294729615450194
1111	20-21	0.0028533692798262678
1111	22-23	0.0342211437345199
1111	24-25	0.034049675833593085
1111	26-27	0.013474519579801836
1111	28-29	0.05994749925952192
1111	30-31	0.0909073143740784
1111	32-33	4.952049928022006E-4
1111	34-35	0.013439320398610732
1111	36-37	-0.010268247705916167
1111	38-39	-0.005295419656221156
1111	40-41	0.021947350062099247
1111	42-43	0.05825317046632961
1111	44-45	0.06889899126767318
1111	46-47	0.0585900241325632
1111	48-49	0.0484848903451649
1111	50-51	0.05254063388115782
1111	52-53	0.08880598029195852
1111	54-55	0.054697755106737134
1111	56-57	0.058973890519922634
1111	58-59	0.03932352628889646
1111	60-61	0.05580650468887427
1111	62-63	0.0530485563752805
1111	64-65	0.07851280703840047
1111	66-67	0.10120796557845324
1111	68-69	0.06741881681544726
1111	70-71	0.10830797226461186
1111	72-73	0.11259278460485689
1111	74-75	0.11091737258627177
1111	76-77	0.09678793260597018
1111	78-79	0.08544354638524254
1111	80-81	0.1698127455745535
1111	82-83	0.15596421316983822
1111	84-85	0.1462893252814652
1111	86-87	0.15324648729999524
1111	88-89	0.28895860859219624
1111	90-91	0.21767617982800402
1111	92-93	0.3300346735101982
1111	94-95	0.41378179971199813
1111	96-97	0.3815112692202831
1111	98-99	0.5527439237979692
1111	100-101	0.35684288321556323
1112	1	-0.23923136288539482
1112	2	0.04139164463013145
1112	3	-0.07620082101392
1112	4	-0.025307114941391262
1112	5	0.11275490567154378
1112	6	0.0945937756767492
